[2026-03-29 22:09:03] Min FPS: 8.3 | Max FPS: 17.9
[2026-03-29 22:09:13] Min FPS: 8.5 | Max FPS: 18.2
[2026-03-29 22:09:23] Min FPS: 8.1 | Max FPS: 17.9
[2026-03-29 22:09:33] Min FPS: 9.0 | Max FPS: 16.9
[2026-03-29 22:09:43] Min FPS: 8.8 | Max FPS: 17.5
[2026-03-29 22:09:53] Min FPS: 8.7 | Max FPS: 17.5
[2026-03-29 22:10:03] Min FPS: 9.4 | Max FPS: 17.5
[2026-03-29 22:10:13] Min FPS: 8.5 | Max FPS: 17.2
[2026-03-29 22:10:23] Min FPS: 8.8 | Max FPS: 18.2
[2026-03-29 22:10:33] Min FPS: 8.6 | Max FPS: 16.9
[2026-03-29 22:10:43] Min FPS: 9.1 | Max FPS: 17.5
[2026-03-29 22:10:53] Min FPS: 8.4 | Max FPS: 16.9
[2026-03-29 22:11:04] Min FPS: 8.4 | Max FPS: 17.2
[2026-03-29 22:11:14] Min FPS: 9.2 | Max FPS: 17.2
[2026-03-29 22:11:24] Min FPS: 8.8 | Max FPS: 17.5
[2026-03-29 22:11:34] Min FPS: 9.2 | Max FPS: 18.2
[2026-03-29 22:11:44] Min FPS: 9.1 | Max FPS: 17.5
[2026-03-29 22:11:54] Min FPS: 8.9 | Max FPS: 17.2
[2026-03-29 22:12:04] Min FPS: 8.9 | Max FPS: 17.2
[2026-03-29 22:12:14] Min FPS: 8.5 | Max FPS: 17.9
[2026-03-29 22:12:24] Min FPS: 8.9 | Max FPS: 17.9
[2026-03-29 22:12:34] Min FPS: 9.0 | Max FPS: 16.7
[2026-03-29 22:12:44] Min FPS: 8.8 | Max FPS: 17.5
[2026-03-29 22:12:54] Min FPS: 8.3 | Max FPS: 18.9
[2026-03-29 22:13:04] Min FPS: 9.0 | Max FPS: 17.2
[2026-03-29 22:13:14] Min FPS: 8.2 | Max FPS: 17.5
[2026-03-29 22:13:24] Min FPS: 8.5 | Max FPS: 17.5
[2026-03-29 22:13:34] Min FPS: 7.0 | Max FPS: 17.2
[2026-03-29 22:13:44] Min FPS: 9.3 | Max FPS: 16.9
[2026-03-29 22:13:54] Min FPS: 7.9 | Max FPS: 17.2
[2026-03-29 22:14:04] Min FPS: 8.9 | Max FPS: 17.5
[2026-03-29 22:14:14] Min FPS: 9.2 | Max FPS: 16.9
[2026-03-29 22:14:24] Min FPS: 8.6 | Max FPS: 18.2
